galaxy_name,v_flat_obs_km_s,model,v_pred_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,Vflat_km_s,e_Vflat,sigma_logv_obs_dex,sigma_total_dex,loglike_i
F571-8,139.7,newtonian_outer,49.70174067261386,0.3557748079643082,-0.4488248070936664,0.4488248070936664,139.7,4.3,0.013367689850994865,0.03284349451493235,-90.8767278764348
F574-1,97.8,newtonian_outer,55.69688554439288,0.5694978072023812,-0.2445079437916221,0.2445079437916221,97.8,4.1,0.01820661938449215,0.035092463427519094,-21.842436991363922
F579-V1,112.1,newtonian_outer,53.55734974407287,0.4777640476723718,-0.3207865345463087,0.3207865345463087,112.1,13.4,0.05191388097683831,0.05995874446715286,-12.416737045145382
F583-1,85.8,newtonian_outer,38.38134396818512,0.4473350112842089,-0.3493671098477038,0.3493671098477038,85.8,3.6,0.018222146093842734,0.03510052148138754,-47.103798599752636
IC4202,242.6,newtonian_outer,149.90394198547037,0.6179057790002901,-0.2090777430016372,0.2090777430016372,242.6,11.0,0.019691835535596742,0.035885489919478465,-14.564095777745877
NGC0024,106.3,newtonian_outer,51.285354267076734,0.4824586478558488,-0.3165399046572714,0.3165399046572714,106.3,7.9,0.03227588341519934,0.04406509559993646,-23.597908669204546
NGC0100,88.1,newtonian_outer,43.73543361434244,0.4964294394363501,-0.304142471722768,0.304142471722768,88.1,6.4,0.031549201863573344,0.04353564215936753,-22.18725846819232
NGC0801,220.1,newtonian_outer,174.6935590386831,0.7937008588763431,-0.1003431497371329,0.1003431497371329,220.1,6.2,0.01223364737755639,0.03239848959686844,-2.2854801494809247
NGC0891,216.1,newtonian_outer,171.9921619259934,0.7958915406107978,-0.0991461113120492,0.0991461113120492,216.1,5.7,0.011455245473616545,0.032112655587179524,-2.246596908161637
NGC1003,109.8,newtonian_outer,51.73760015693882,0.4711985442344155,-0.3267960599695476,0.3267960599695476,109.8,4.2,0.016612357231271926,0.034292425005814225,-42.9535702271453
NGC1090,164.4,newtonian_outer,105.52619040789912,0.6418868029677562,-0.1925415532099402,0.1925415532099402,164.4,3.7,0.009774267536752018,0.03155212046566767,-16.082059478586302
NGC2403,131.2,newtonian_outer,67.96993882132546,0.5180635580893709,-0.2856169560188469,0.2856169560188469,131.2,4.9,0.016219839644252547,0.034104005601765706,-32.60990599430139
NGC2841,284.8,newtonian_outer,134.8696715309211,0.473559239925987,-0.3246256851639789,0.3246256851639789,284.8,8.6,0.013114229439494259,0.032741151687008474,-46.65257034280263
NGC2903,184.6,newtonian_outer,144.3458057798777,0.7819382761640179,-0.1068275274764,0.1068275274764,184.6,5.6,0.013174697175829957,0.032765418441930844,-2.815577112009838
NGC2998,209.9,newtonian_outer,134.59130944931673,0.6412163384912659,-0.1929954201510219,0.1929954201510219,209.9,8.1,0.016759339225423248,0.03436386839796722,-13.31921379022983
NGC3109,66.2,newtonian_outer,28.69695893521396,0.4334888056678844,-0.3630221131807093,0.3630221131807093,66.2,2.6,0.017056882975052184,0.03450995880647534,-52.88072574172772
NGC3198,150.1,newtonian_outer,83.44822976635162,0.5559508978437816,-0.2549635640603552,0.2549635640603552,150.1,3.9,0.011284133773635456,0.0320520151475894,-29.117020240303912
NGC3521,213.7,newtonian_outer,139.1470792504348,0.6511327994872943,-0.1863304274029683,0.1863304274029683,213.7,15.9,0.0323129726825536,0.04409226920428858,-6.726670051274006
NGC3741,50.1,newtonian_outer,22.07515500846917,0.4406218564564704,-0.3559339640553992,0.3559339640553992,50.1,2.1,0.01820396031929798,0.03509108392892097,-49.01082891944572
NGC3893,174.0,newtonian_outer,116.91197757726962,0.6719079171107449,-0.1726902415754653,0.1726902415754653,174.0,8.9,0.0222139131548215,0.03732904951441909,-8.331643900197022
NGC3917,135.9,newtonian_outer,76.8780508004362,0.5656957380458881,-0.2474170932237509,0.2474170932237509,135.9,4.1,0.013102335362791259,0.0327363894154357,-26.060304845392903
NGC3953,220.8,newtonian_outer,164.87048179714284,0.7466960226319875,-0.1268561619884455,0.1268561619884455,220.8,6.1,0.011998171827943096,0.03231030992133699,-5.194022753209518
NGC3972,132.7,newtonian_outer,74.07976636612777,0.5582499349369087,-0.2531713188728131,0.2531713188728131,132.7,2.9,0.00949098717045539,0.03146551822979798,-29.829071965472533
NGC3992,241.0,newtonian_outer,165.16684305999814,0.6853395977593284,-0.1640941746592532,0.1640941746592532,241.0,5.2,0.009370669319074312,0.03142943593969578,-11.088529664266131
NGC4088,171.7,newtonian_outer,139.98665451045392,0.8152979295891318,-0.0886836605450446,0.0886836605450446,171.7,6.9,0.017452719424184263,0.034707310689526184,-0.8226232758982279
NGC4100,158.2,newtonian_outer,112.49585037567472,0.7110989277855546,-0.148069976200357,0.148069976200357,158.2,5.0,0.013726121425513648,0.032991004976931894,-7.579353493372638
NGC4157,184.7,newtonian_outer,138.64151420229916,0.7506308294656154,-0.1245736024704462,0.1245736024704462,184.7,7.2,0.016929725336780797,0.03444728726589131,-4.089623455451067
NGC4183,110.6,newtonian_outer,64.97926652563018,0.5875159722028046,-0.2309803221706919,0.2309803221706919,110.6,5.4,0.021204251376831462,0.0367371783953512,-17.380498495277372
NGC4217,181.3,newtonian_outer,134.2566786427335,0.740522220864498,-0.1304619050643887,0.1304619050643887,181.3,7.2,0.01724721604910873,0.03460442835020734,-4.6619646548139775
NGC4559,121.2,newtonian_outer,77.44514341039456,0.638986331768932,-0.19450843151424,0.19450843151424,121.2,5.1,0.018274767802859603,0.035127868398871484,-12.900217536292901
NGC5005,262.2,newtonian_outer,166.22453362305092,0.6339608452442826,-0.1979375642309808,0.1979375642309808,262.2,20.7,0.03428640646604619,0.04555828868992924,-7.268429445588582
NGC5033,194.2,newtonian_outer,136.472508734746,0.7027420635156848,-0.1532040504388524,0.1532040504388524,194.2,3.6,0.008050773093984071,0.03106147046440039,-9.610873137500299
NGC5055,179.0,newtonian_outer,142.05367644662047,0.793595957802349,-0.1004005529362938,0.1004005529362938,179.0,4.9,0.011888508163832032,0.032269747850912946,-2.3253770603129893
NGC5371,209.5,newtonian_outer,199.9218018030192,0.9542806768640536,-0.0203238700703626,0.0203238700703626,209.5,3.9,0.008084718278867217,0.03107028596020078,2.3386246552400918
NGC5585,90.3,newtonian_outer,49.18812038226518,0.5447189411103565,-0.2638275230623028,0.2638275230623028,90.3,2.4,0.011542710482478452,0.03214396001245518,-31.164460636309204
NGC5907,215.0,newtonian_outer,249.22523533560607,1.159187141095842,0.0641535548457149,0.0641535548457149,215.0,2.9,0.0058579255698578145,0.030566571479019266,0.366399206385843
NGC5985,293.6,newtonian_outer,143.24753279947652,0.4879003160745112,-0.3116689005403846,0.3116689005403846,293.6,8.6,0.01272115989226146,0.03258570098992013,-43.23575677428139
NGC6195,251.7,newtonian_outer,195.2231006761696,0.775618198951806,-0.1103520092740703,0.1103520092740703,251.7,9.3,0.016046637591180937,0.03402197198844742,-2.7985021134244006
NGC6503,116.3,newtonian_outer,69.27451729070687,0.5956536310464907,-0.2250062064555252,0.2250062064555252,116.3,2.4,0.008962224906000037,0.031310085839322245,-23.277159577940775
NGC6674,241.3,newtonian_outer,149.5032390389501,0.6195741360917949,-0.2079067200075058,0.2079067200075058,241.3,4.9,0.008819075678930519,0.031269411504387216,-19.557659242813045
NGC6946,158.9,newtonian_outer,117.18412978385768,0.7374709237498909,-0.1322550979313705,0.1322550979313705,158.9,10.9,0.029791125567938604,0.042278968324743746,-2.6481448177958002
NGC7331,239.0,newtonian_outer,197.1237511020048,0.8247855694644552,-0.083658946120251,0.083658946120251,239.0,5.4,0.009812511306600668,0.03156398862853309,-0.9756572074443954
NGC7814,218.9,newtonian_outer,152.92748737885,0.6986180327951119,-0.1557602085032171,0.1557602085032171,218.9,7.0,0.013887900289277123,0.033058641448869365,-8.609212224895913
UGC00128,129.3,newtonian_outer,57.81579992580258,0.4471446243294862,-0.3495519860635929,0.3495519860635929,129.3,2.8,0.009404675555522851,0.03143959163705294,-59.2665494244031
UGC00731,73.3,newtonian_outer,41.24389948244591,0.5626725713839824,-0.249744254895621,0.249744254895621,73.3,2.3,0.0136272484089697,0.0329499908831515,-26.230538126647282
UGC01230,103.7,newtonian_outer,56.99088277632412,0.5495745687205797,-0.2599733722364592,0.2599733722364592,103.7,6.1,0.025546734229603043,0.039403497684824526,-19.45001378666243
UGC01281,55.2,newtonian_outer,25.91346503205892,0.4694468302909224,-0.3284135889545739,0.3284135889545739,55.2,3.5,0.027536787801836618,0.04072191894352939,-30.238341743617752
UGC02487,332.0,newtonian_outer,215.4400581347034,0.6489158377551307,-0.1878116261098215,0.1878116261098215,332.0,3.5,0.004578405682715003,0.03034735241492274,-16.574093418364598
UGC02885,289.5,newtonian_outer,159.31909206096464,0.5503250157546274,-0.2593807453075638,0.2593807453075638,289.5,12.0,0.018001843809461217,0.03498666003693746,-25.04765441584108
UGC03205,219.6,newtonian_outer,132.88374066653395,0.6051172161499725,-0.2181604908081612,0.2181604908081612,219.6,8.6,0.01700788954630221,0.03448576962776408,-17.561512284209247
UGC03546,196.9,newtonian_outer,149.21513587752793,0.75782191913422,-0.1204328374070664,0.1204328374070664,196.9,7.4,0.016321885048674777,0.034152656288232594,-3.7594530773739203
UGC04278,91.4,newtonian_outer,40.23411452699791,0.4401981895732812,-0.3563517479252213,0.3563517479252213,91.4,4.8,0.022807587671067924,0.0376853559804528,-42.34817738181526
UGC04325,90.9,newtonian_outer,41.859408468165526,0.4604995431041311,-0.3367707963627958,0.3367707963627958,90.9,2.7,0.01289983609613619,0.03265586886468003,-50.67329350281151
UGC04499,72.8,newtonian_outer,41.17560506566862,0.5655989706822613,-0.2474913895708119,0.2474913895708119,72.8,2.4,0.014317400502305004,0.03324135913502039,-25.231111810798573
UGC05005,98.9,newtonian_outer,44.62075550959908,0.4511704298240553,-0.3456593722008595,0.3456593722008595,98.9,7.2,0.03161698958244098,0.043584791272371394,-29.234159893309982
UGC05721,79.7,newtonian_outer,34.45483914910839,0.4323066392610838,-0.3642080946252395,0.3642080946252395,79.7,6.6,0.03596416035836213,0.04683397090021287,-28.09538586628075
UGC06399,85.0,newtonian_outer,37.88952185348015,0.4457590806291782,-0.350899800980481,0.350899800980481,85.0,3.8,0.019415518014498315,0.03573460983096511,-45.799637197675466
UGC06446,82.2,newtonian_outer,40.203556426106985,0.4890943604149268,-0.3106073448556715,0.3106073448556715,82.2,4.3,0.02271856778812631,0.03763154690341191,-31.702528729736446
UGC06614,199.8,newtonian_outer,110.50070216729772,0.5530565674038925,-0.2572304461727807,0.2572304461727807,199.8,16.0,0.03477833688914929,0.045929649647859956,-13.521270243425487
UGC06667,83.8,newtonian_outer,31.43201314606082,0.3750836890938046,-0.4258718211880539,0.4258718211880539,83.8,3.1,0.016065786323389983,0.03403100777509865,-75.84141790830286
UGC06786,219.4,newtonian_outer,125.41950413251894,0.5716476943141245,-0.2428715438535512,0.2428715438535512,219.4,7.8,0.015439822054901384,0.033740007484987594,-23.437809910547834
UGC06917,108.7,newtonian_outer,55.279429379062414,0.5085504082710434,-0.2936659926941665,0.2936659926941665,108.7,3.5,0.013983722968365971,0.03309901068092529,-36.8699799626493
UGC06930,107.2,newtonian_outer,59.7419469208051,0.5572942809776595,-0.2539154137042314,0.2539154137042314,107.2,5.1,0.020661397926367387,0.03642654752061604,-21.901213076006652
UGC06983,109.0,newtonian_outer,53.23301861563743,0.4883763175746552,-0.3112454040965568,0.3112454040965568,109.0,5.8,0.023109247660906978,0.0378686853145595,-31.421869838763843
UGC07125,65.2,newtonian_outer,48.95943874317568,0.7509116371652712,-0.124411165192023,0.124411165192023,65.2,2.1,0.01398801245393909,0.03310082313797581,-4.574097993887266
UGC07151,73.5,newtonian_outer,44.39509872869412,0.6040149486897158,-0.2189523129465534,0.2189523129465534,73.5,2.8,0.01654455169155245,0.034259629167205694,-17.96740915646813
UGC07399,103.0,newtonian_outer,38.4676273746166,0.3734721104331708,-0.4277418242025756,0.4277418242025756,103.0,3.3,0.013914289226026513,0.0330697360840016,-81.16096431999667
UGC07524,79.5,newtonian_outer,44.28575768273596,0.5570535557576851,-0.254103049257278,0.254103049257278,79.5,3.6,0.01966616521826046,0.03587140998611453,-22.6806732916199
UGC07603,61.6,newtonian_outer,29.58498556818699,0.4802757397432953,-0.3185093504039647,0.3185093504039647,61.6,2.8,0.019740658268329627,0.03591230414310631,-36.92261547686092
UGC08286,82.4,newtonian_outer,35.139256387794624,0.4264472862596434,-0.3701346449218614,0.3701346449218614,82.4,2.3,0.012122297431765522,0.03235660821260765,-62.915979432521574
UGC08490,78.6,newtonian_outer,37.55909732456755,0.4778511109995872,-0.3207073999232394,0.3207073999232394,78.6,3.8,0.020996425333744996,0.03661761702781229,-35.965460645528196
UGC08550,56.9,newtonian_outer,26.22151850598312,0.4608351231279986,-0.3364544280237133,0.3364544280237133,56.9,1.9,0.014501924703272029,0.033321251778697804,-48.49503726601014
UGC09133,226.8,newtonian_outer,155.34929793974118,0.6849616311276066,-0.1643337553050307,0.1643337553050307,226.8,4.2,0.008042490405615773,0.031059324717778745,-11.444230031381293
UGC10310,71.4,newtonian_outer,40.829300244057215,0.5718389389923979,-0.2427262749770769,0.2427262749770769,71.4,3.9,0.023721967498917113,0.03824567612187919,-17.794260069033356
UGC11455,269.4,newtonian_outer,181.5066497237932,0.6737440598507544,-0.1715050508002497,0.1715050508002497,269.4,7.4,0.01192939556824077,0.03228483356970518,-11.595771587717204
UGC11914,288.1,newtonian_outer,230.09391680163347,0.7986598986519731,-0.0976381212910643,0.0976381212910643,288.1,10.5,0.01582815709817474,0.03391947165161184,-1.6781318695930585
UGC12632,71.7,newtonian_outer,39.30194494605978,0.5481442809771238,-0.2611051127111883,0.2611051127111883,71.7,2.8,0.016959896085482633,0.03446212522800022,-26.253340463766982
UGCA442,56.4,newtonian_outer,24.37060796040097,0.4321029780212939,-0.3644127405534815,0.3644127405534815,56.4,2.1,0.01617053921980193,0.034080585949469125,-54.70659536153489
